SITE,YEAR,MONTH,DAY,STID,TMAX,TMIN,TAVG,RAIN,TR05,TR25,TR60,TR75
MARE,1997,12,14,MARE,56.98,26.26,39.74,0,1.5526,1.5521,1.5985,1.6115
MARE,1997,12,15,MARE,64.53,29.43,45.52,0,1.5536,1.5493,1.5971,1.6115
MARE,1997,12,16,MARE,55.33,33.64,44.24,0,1.5561,1.5544,1.5949,1.6093
MARE,1997,12,17,MARE,61.99,27.28,42.79,0,1.5627,1.5545,1.5931,1.6093
MARE,1997,12,18,MARE,67.15,33.8,48.87,0,1.5673,1.5488,1.5923,1.6057
MARE,1997,12,19,MARE,63.01,37.27,48.08,0,1.5721,1.5481,1.5883,1.6045
MARE,1997,12,20,MARE,38.28,33.28,35.72,0.04,1.5877,1.5577,1.5927,1.6083
MARE,1997,12,21,MARE,40.23,33.76,36.91,1.1,1.5675,1.5479,1.5834,1.5957
MARE,1997,12,22,MARE,40.12,34.37,37.21,0,1.5496,1.5469,1.5792,1.593
MARE,1997,12,23,MARE,38.56,35.97,37.02,1.08,1.542,1.54,1.5742,1.5864
MARE,1997,12,24,MARE,39.44,33.8,36.73,0.18,1.5361,1.5394,1.5728,1.5853
MARE,1997,12,25,MARE,38.74,34.39,36.26,0,1.5331,1.5367,1.568,1.58
MARE,1997,12,26,MARE,43.49,28.02,34.79,0,1.5317,1.5354,1.5662,1.5802
MARE,1997,12,27,MARE,48.9,23.07,33.93,0,1.5343,1.5364,1.5617,1.5757
MARE,1997,12,28,MARE,40.3,29.95,35.34,0.1,1.537,1.5377,1.5592,1.5757
MARE,1997,12,29,MARE,51.82,26.4,37.02,0,1.5317,1.5378,1.5604,1.5721
MARE,1997,12,30,MARE,59.34,29.53,41.76,0,1.5312,1.5342,1.5579,1.5702
MARE,1997,12,31,MARE,55.6,24.94,38.45,0,1.535,1.5331,1.5529,1.5685
MARE,1998,1,1,MARE,61.61,34.52,50.17,0,1.5317,1.5268,1.5485,1.564
MARE,1998,1,2,MARE,70.12,55.33,61.75,0,1.528,1.5229,1.5474,1.5589
MARE,1998,1,3,MARE,71.56,36.22,59.83,0.05,1.5237,1.524,1.5469,1.5602
MARE,1998,1,4,MARE,36.26,32.28,34.5,1.55,1.5179,1.5215,1.5384,1.5548
MARE,1998,1,5,MARE,46.53,35.45,41.03,0.18,1.5137,1.5198,1.537,1.5559
MARE,1998,1,6,MARE,46.65,33.49,39.99,0.03,1.5087,1.5174,1.5326,1.5508
MARE,1998,1,7,MARE,33.82,30.89,32.57,0.31,1.5151,1.5237,1.5328,1.5523
MARE,1998,1,8,MARE,36,30.82,33.16,0,1.5128,1.5214,1.5314,1.5506
MARE,1998,1,9,MARE,38.03,27.57,33.46,0,1.5116,1.5206,1.5294,1.5472
MARE,1998,1,10,MARE,30.89,23.61,27.23,0,1.5152,1.5183,1.525,1.5465
MARE,1998,1,11,MARE,33.05,26.97,30.26,0.01,1.5158,1.5185,1.5255,1.545
MARE,1998,1,12,MARE,36.61,27.66,32.84,0.02,1.5187,1.5235,1.5283,1.5491
MARE,1998,1,13,MARE,27.44,20.37,23.73,0,1.5201,1.5205,1.5203,1.5419
MARE,1998,1,14,MARE,31.25,24.32,29.05,0,1.522,1.5209,1.5217,1.5416
MARE,1998,1,15,MARE,44.68,20.3,29.59,0.01,1.5239,1.5178,1.5172,1.5407
MARE,1998,1,16,MARE,41.94,28.16,33.18,0.01,1.5167,1.5148,1.5148,1.5377
MARE,1998,1,17,MARE,59.14,31.06,44.52,0,1.5187,1.5128,1.5069,1.5308
MARE,1998,1,18,MARE,49.24,24.66,38.2,0,1.5193,1.5096,1.5083,1.5344
MARE,1998,1,19,MARE,49.73,18.77,34.94,0,1.5241,1.514,1.5112,1.5356
MARE,1998,1,20,MARE,60.96,39.91,46.61,0,1.5167,1.5043,1.5077,1.5305
MARE,1998,1,21,MARE,41.62,25.42,34.04,0,1.5284,1.5111,1.5093,1.533
MARE,1998,1,22,MARE,38.09,23.77,29.79,0,1.5341,1.5145,1.5067,1.5276
MARE,1998,1,23,MARE,50.36,21.74,34.13,0,1.5331,1.5127,1.5037,1.5264
MARE,1998,1,24,MARE,57.92,23.24,39.16,0,1.541,1.5153,1.5035,1.5267
MARE,1998,1,25,MARE,58.28,39.09,46.57,0.16,1.5373,1.5063,1.4987,1.5243
MARE,1998,1,26,MARE,52.07,33.84,42.53,0.04,1.5212,1.5076,1.5003,1.5209
MARE,1998,1,27,MARE,64.87,29.4,44.78,0,1.5163,1.5043,1.4953,1.5163
MARE,1998,1,28,MARE,62.46,42.2,50.82,0,1.5076,1.5012,1.4904,1.514
MARE,1998,1,29,MARE,57.99,34.17,45.25,0,1.5132,1.5056,1.4954,1.516
MARE,1998,1,30,MARE,64.74,31.79,46.95,0,1.5194,1.5043,1.4962,1.5162
MARE,1998,1,31,MARE,53.38,41.85,46.66,0.43,1.5079,1.4958,1.4857,1.5059
MARE,1998,2,1,MARE,53.87,37.68,45.01,0.03,1.5048,1.4936,1.4868,1.5056
MARE,1998,2,2,MARE,50.43,26.23,38.03,0,1.5015,1.4967,1.4882,1.5057
MARE,1998,2,3,MARE,40.03,32.43,35.81,0,1.5066,1.5001,1.4909,1.5103
MARE,1998,2,4,MARE,40.62,29.69,33.32,0,1.5131,1.5048,1.4926,1.5128
MARE,1998,2,5,MARE,39.05,27.59,31.92,0,1.5141,1.5034,1.4909,1.5087
MARE,1998,2,6,MARE,45.8,23.88,32.89,0,1.513,1.4988,1.485,1.5053
MARE,1998,2,7,MARE,55.09,24.67,38.22,0,1.5172,1.5013,1.4885,1.5068
MARE,1998,2,8,MARE,54.64,36.92,43.43,0,1.5148,1.4994,1.4859,1.5052
MARE,1998,2,9,MARE,61.61,35.71,46.31,0.02,1.5126,1.4936,1.483,1.5009
MARE,1998,2,10,MARE,49.95,37.37,42.34,0,1.5147,1.4972,1.4844,1.5019
MARE,1998,2,11,MARE,53.96,34.72,42.46,0,1.5182,1.4953,1.484,1.5012
MARE,1998,2,12,MARE,46.96,27,36.25,0,1.5246,1.5012,1.4865,1.5035
MARE,1998,2,13,MARE,59.95,27.7,42.72,0,1.525,1.4979,1.4842,1.5011
MARE,1998,2,14,MARE,62.04,30.87,46.4,0,1.5263,1.497,1.4806,1.4994
MARE,1998,2,15,MARE,52.16,42.14,46,0.02,1.5249,1.4921,1.4778,1.4974
MARE,1998,2,16,MARE,45.55,41.23,43.15,0,1.5376,1.495,1.4854,1.5018
MARE,1998,2,17,MARE,51.48,39.9,44.6,0,1.5367,1.4964,1.4824,1.4995
MARE,1998,2,18,MARE,58.14,30.34,44.65,0,1.5385,1.4972,1.4796,1.4988
MARE,1998,2,19,MARE,57.18,38.27,46.92,0,1.5398,1.495,1.4779,1.4944
MARE,1998,2,20,MARE,62.91,33.29,47.28,0,1.5447,1.4952,1.4761,1.4952
MARE,1998,2,21,MARE,59.7,39.49,49.22,0,1.5506,1.4928,1.4761,1.4946
MARE,1998,2,22,MARE,56.59,44.21,48.31,0,1.5557,1.4931,1.4779,1.4948
MARE,1998,2,23,MARE,65.59,37.46,51.45,0,1.5623,1.495,1.4775,1.4961
MARE,1998,2,24,MARE,73.99,39.51,57.45,0,1.5649,1.4875,1.4707,1.4899
MARE,1998,2,25,MARE,74.53,50.85,63.19,0,1.5762,1.4911,1.4735,1.4903
MARE,1998,2,26,MARE,58.46,39.54,48.78,0,1.6041,1.4901,1.4761,1.4923
MARE,1998,2,27,MARE,55.18,29.93,41.96,0,1.6429,1.4954,1.4781,1.4931
MARE,1998,2,28,MARE,51.42,29.79,38.57,0,1.6669,1.4965,1.4711,1.4912
MARE,1998,3,1,MARE,48.18,24.82,35.81,0,1.7051,1.4975,1.4745,1.4948
MARE,1998,3,2,MARE,42.81,24.47,32.9,0,1.7433,1.5017,1.4723,1.4933
MARE,1998,3,3,MARE,57.51,22.48,39.21,0,1.7738,1.5001,1.4731,1.4903
MARE,1998,3,4,MARE,53.26,37.06,44.92,0,1.8026,1.5014,1.4711,1.4893
MARE,1998,3,5,MARE,45.38,34.01,39.15,0,1.8366,1.5006,1.4733,1.4899
MARE,1998,3,6,MARE,42.12,33.03,37.8,0,1.8724,1.5046,1.4735,1.4916
MARE,1998,3,7,MARE,44.79,35.95,42.06,1.08,1.6525,1.4962,1.4715,1.4882
MARE,1998,3,8,MARE,35.64,24.63,30.04,0,1.5555,1.5006,1.4725,1.4888
MARE,1998,3,9,MARE,33.97,17.58,24.59,0.03,1.5399,1.4969,1.4685,1.4861
MARE,1998,3,10,MARE,39.19,11.95,24.33,0,1.5374,1.4984,1.4705,1.4869
MARE,1998,3,11,MARE,29.77,14.94,23.58,0,1.5378,1.4981,1.4703,1.4858
MARE,1998,3,12,MARE,38.25,10.2,23.72,0,1.539,1.4977,1.4708,1.4884
MARE,1998,3,13,MARE,65.05,23.14,43.32,0,1.5345,1.4946,1.4669,1.4844
MARE,1998,3,14,MARE,57.33,42.29,48.36,0.01,1.5253,1.4895,1.4639,1.4824
MARE,1998,3,15,MARE,46.49,38.11,42.31,1.4,1.5203,1.4869,1.4644,1.4837
MARE,1998,3,16,MARE,49.19,43.95,46.29,2.58,1.5022,1.4765,1.4556,1.4737
MARE,1998,3,17,MARE,46,41.18,43.57,0.16,1.5076,1.4853,1.4631,1.4842
MARE,1998,3,18,MARE,53.89,36.96,43.9,0.34,1.4992,1.4835,1.4615,1.4803
MARE,1998,3,19,MARE,40.18,31.85,34.98,0.68,1.4974,1.4846,1.4643,1.4808
MARE,1998,3,20,MARE,46.37,29.8,37.45,0,1.4939,1.4813,1.4603,1.479
MARE,1998,3,21,MARE,58.71,27.13,42.88,0,1.4906,1.484,1.4619,1.4799
MARE,1998,3,22,MARE,70.14,35.09,53.56,0,1.4837,1.4797,1.4611,1.4795
MARE,1998,3,23,MARE,66.27,37.39,51.95,0,1.4849,1.4792,1.4609,1.4814
MARE,1998,3,24,MARE,72.46,40.35,56.33,0,1.4819,1.4736,1.4593,1.4784
MARE,1998,3,25,MARE,80.64,53.47,67.62,0,1.4838,1.4683,1.4633,1.4808
MARE,1998,3,26,MARE,75.56,60.87,68.18,0,1.4815,1.47,1.4593,1.478
MARE,1998,3,27,MARE,71.55,54.46,64.24,0.14,1.4781,1.4685,1.4605,1.4799
MARE,1998,3,28,MARE,82.69,47.82,67.54,0,1.4759,1.4679,1.4581,1.4771
MARE,1998,3,29,MARE,80.04,63.93,71.56,0,1.4747,1.4668,1.4593,1.4803
MARE,1998,3,30,MARE,73.36,48.11,62.08,0.33,1.4794,1.4681,1.4581,1.4792
MARE,1998,3,31,MARE,59.88,40.79,49.39,0.02,1.474,1.4634,1.4566,1.4754
MARE,1998,4,1,MARE,70.29,35.21,53.12,0,1.4734,1.4662,1.4562,1.4773
MARE,1998,4,2,MARE,77.45,48.16,62.96,0,1.4691,1.4611,1.4522,1.4712
MARE,1998,4,3,MARE,55.02,45.17,48.53,0,1.4811,1.4696,1.4564,1.478
MARE,1998,4,4,MARE,52.99,39.94,46.69,0,1.4875,1.469,1.456,1.4763
MARE,1998,4,5,MARE,73.11,35.88,54.91,0,1.4904,1.4675,1.4583,1.478
MARE,1998,4,6,MARE,77.7,50.94,62.71,0.48,1.4964,1.4675,1.455,1.4759
MARE,1998,4,7,MARE,68.05,44.04,56.87,0.08,1.4785,1.4579,1.4488,1.4693
MARE,1998,4,8,MARE,53.62,41.98,47.87,0,1.489,1.469,1.454,1.4775
MARE,1998,4,9,MARE,62.98,38.57,50.58,0,1.4843,1.4615,1.451,1.4763
MARE,1998,4,10,MARE,71.06,39.3,55.81,0,1.486,1.4653,1.4554,1.4771
MARE,1998,4,11,MARE,79.02,48,64.67,0,1.4902,1.4619,1.4522,1.4733
MARE,1998,4,12,MARE,76.24,59.27,67.24,0,1.5105,1.4583,1.4524,1.4761
MARE,1998,4,13,MARE,76.75,56.12,67.46,0,1.5975,1.4532,1.4504,1.469
MARE,1998,4,14,MARE,84.63,49.93,68.85,0,1.7417,1.4587,1.4504,1.472
MARE,1998,4,15,MARE,71.8,47.93,60.95,0,1.9181,1.4553,1.45,1.4718
MARE,1998,4,16,MARE,61.07,41.61,49.86,0.03,2.0964,1.4611,1.4504,1.4729
MARE,1998,4,17,MARE,62.74,36.78,50.04,0,2.2107,1.4619,1.452,1.472
MARE,1998,4,18,MARE,66.34,40.13,54.77,0,2.3312,1.4645,1.4508,1.4731
MARE,1998,4,19,MARE,70.88,44.75,57.97,0,2.4449,1.4619,1.4496,1.4726
MARE,1998,4,20,MARE,54.45,43.46,48.59,0.15,2.5575,1.4694,1.4556,1.4765
MARE,1998,4,21,MARE,67.23,39.86,54.25,0,2.5546,1.4668,1.4498,1.4733
MARE,1998,4,22,MARE,68.95,42.04,56.89,0,2.5764,1.4701,1.4513,1.4738
MARE,1998,4,23,MARE,75.9,43.03,61.05,0,2.6416,1.4675,1.4514,1.4733
MARE,1998,4,24,MARE,83.43,48.97,68.36,0,2.7469,1.4687,1.4508,1.4718
MARE,1998,4,25,MARE,85.44,67.32,75.17,0,2.8762,1.4687,1.449,1.4726
MARE,1998,4,26,MARE,66.29,52.09,57.36,2.41,2.4677,1.464,1.4506,1.4695
MARE,1998,4,27,MARE,56.3,43.82,50.68,1.46,1.5188,1.4664,1.448,1.4716
MARE,1998,4,28,MARE,50.72,43.74,47.1,0.03,1.5024,1.4668,1.4488,1.4699
MARE,1998,4,29,MARE,52.84,44.39,49.48,0,1.4951,1.4666,1.4478,1.4707
MARE,1998,4,30,MARE,69.55,47.61,57.32,0,1.4958,1.4672,1.4482,1.4707
MARE,1998,5,1,MARE,78.35,43.9,62.75,0,1.4983,1.4626,1.4472,1.4692
MARE,1998,5,2,MARE,74.55,53.55,63.55,0,1.5017,1.4643,1.449,1.469
MARE,1998,5,3,MARE,73.94,47.71,61.71,0,1.5092,1.4623,1.4456,1.469
MARE,1998,5,4,MARE,80.64,50.14,65.86,0,1.5587,1.4651,1.4466,1.4699
MARE,1998,5,5,MARE,74.71,58.08,66.56,0.34,1.541,1.4613,1.4412,1.4669
MARE,1998,5,6,MARE,80.8,55.98,65.71,0.18,1.519,1.457,1.442,1.4652
MARE,1998,5,7,MARE,78.17,53.78,65.89,0,1.5015,1.4587,1.443,1.4671
MARE,1998,5,8,MARE,74.3,53.55,64.14,0,1.5064,1.4587,1.4416,1.4646
MARE,1998,5,9,MARE,67.15,54.95,61.76,0.67,1.5099,1.4534,1.4382,1.4597
MARE,1998,5,10,MARE,78.82,52.03,65.49,0,1.4949,1.4555,1.4426,1.4656
MARE,1998,5,11,MARE,84.13,57.15,71.25,0,1.4949,1.4532,1.4418,1.4648
MARE,1998,5,12,MARE,85.23,64.11,74.35,0,1.5455,1.4502,1.4396,1.4656
MARE,1998,5,13,MARE,84.11,61.54,73.8,0,1.6922,1.45,1.4396,1.4612
MARE,1998,5,14,MARE,84.22,66.79,74.99,0,1.8833,1.4472,1.4372,1.4603
MARE,1998,5,15,MARE,81.1,59.13,72.63,0.24,1.9866,1.4487,1.4414,1.4665
MARE,1998,5,16,MARE,86.52,53.28,71.27,0,2.0544,1.4489,1.4361,1.4601
MARE,1998,5,17,MARE,85.21,58.1,72.51,0,2.1619,1.451,1.4402,1.4599
MARE,1998,5,18,MARE,89.69,67.55,77.45,0,2.2709,1.46,1.4396,1.4663
MARE,1998,5,19,MARE,88.57,63.59,76.1,0,2.4129,1.4903,1.441,1.4658
MARE,1998,5,20,MARE,86.95,63.63,74.93,0,2.5738,1.5767,1.4376,1.459
MARE,1998,5,21,MARE,87.37,64.65,76.58,0,2.7173,1.6334,1.4442,1.459
MARE,1998,5,22,MARE,88.05,70.79,78,0,2.8574,1.724,1.4414,1.462
MARE,1998,5,23,MARE,85.68,63.66,75.43,0,2.9841,1.8507,1.4398,1.4631
MARE,1998,5,24,MARE,87.8,60.21,74.82,0,3.0965,1.9563,1.443,1.4631
MARE,1998,5,25,MARE,74.19,60.22,67.75,0.96,1.8358,1.6654,1.4458,1.4652
MARE,1998,5,26,MARE,82.02,63.39,70.53,1.35,1.5,1.5545,1.4432,1.4622
MARE,1998,5,27,MARE,85.12,63.5,72.75,0,1.4898,1.5489,1.4404,1.4626
MARE,1998,5,28,MARE,87.8,60.12,75.03,0,1.4966,1.5442,1.4396,1.4616
MARE,1998,5,29,MARE,91.36,69.22,79.77,0,1.5536,1.5391,1.4337,1.4558
MARE,1998,5,30,MARE,94.51,67.28,81.98,0,1.653,1.5577,1.4402,1.4592
MARE,1998,5,31,MARE,90.32,68.56,82.17,0,1.7978,1.6099,1.443,1.4631
MARE,1998,6,1,MARE,94.37,60.85,78.56,0,1.9695,1.7144,1.441,1.4599
MARE,1998,6,2,MARE,101.44,68.14,83.44,0,2.1585,1.8435,1.441,1.4609
MARE,1998,6,3,MARE,94.19,65.41,78.34,0,2.4091,1.9749,1.4416,1.459
MARE,1998,6,4,MARE,65.28,59.23,62.09,0,2.7587,2.0999,1.4478,1.4654
MARE,1998,6,5,MARE,70.11,52.54,60.44,0,2.9543,2.1773,1.4454,1.4631
MARE,1998,6,6,MARE,73.67,48.13,60.96,0,3.0895,2.2673,1.446,1.4686
MARE,1998,6,7,MARE,77.31,49.55,65.92,0,3.2104,2.3699,1.4492,1.4701
MARE,1998,6,8,MARE,81.52,65.19,72.11,0.22,3.2908,2.4456,1.4506,1.4678
MARE,1998,6,9,MARE,88.68,64.69,76.15,0,3.2091,2.5169,1.4502,1.4665
MARE,1998,6,10,MARE,90.48,68.63,77.95,0,3.1769,2.6478,1.4512,1.4686
MARE,1998,6,11,MARE,87.26,68,76.51,1.61,1.5764,1.6285,1.4484,1.4661
MARE,1998,6,12,MARE,93.34,68.59,80.85,0,1.5005,1.5543,1.4458,1.4626
MARE,1998,6,13,MARE,94.71,66.97,81.13,0.03,1.5457,1.5803,1.452,1.4697
MARE,1998,6,14,MARE,89.42,67.35,79.03,0,1.6387,1.6479,1.4512,1.4676
MARE,1998,6,15,MARE,82.06,61.74,70.25,0.02,1.7615,1.7823,1.4568,1.4714
MARE,1998,6,16,MARE,87.6,55.4,74.39,0,1.8357,1.8744,1.4546,1.4721
MARE,1998,6,17,MARE,88.9,71.62,81.44,0,1.9096,1.939,1.4508,1.466
MARE,1998,6,18,MARE,94.78,65.88,83.93,0,1.9842,2.0041,1.4528,1.4724
MARE,1998,6,19,MARE,93.99,65.01,80.89,0,2.0887,2.0813,1.456,1.4712
MARE,1998,6,20,MARE,95.56,75.79,86.63,0,2.1858,2.1508,1.4607,1.471
MARE,1998,6,21,MARE,93.29,71.87,83.79,0.01,2.3521,2.2511,1.4579,1.4695
MARE,1998,6,22,MARE,94.12,75.06,84.89,0,2.5454,2.369,1.4653,1.4731
MARE,1998,6,23,MARE,93.78,72.59,83.93,0,2.7783,2.5198,1.4804,1.4722
MARE,1998,6,24,MARE,94.73,76.3,85.53,0,3.0406,2.7043,1.5567,1.4746
MARE,1998,6,25,MARE,94.71,77.13,85.62,0,3.2738,2.8957,1.6534,1.4782
MARE,1998,6,26,MARE,95.54,77.2,85.72,0,3.3872,3.0422,1.735,1.479
MARE,1998,6,27,MARE,97.63,76.75,85.91,0,3.4532,3.1704,1.8591,1.4899
MARE,1998,6,28,MARE,97.47,74.17,85.97,0,3.4954,3.2659,2.0078,1.5078
MARE,1998,6,29,MARE,96.82,77.14,87.2,0,3.5319,3.3329,2.128,1.5431
MARE,1998,6,30,MARE,86.9,74.48,79,0.2,3.5653,3.3704,2.1985,1.5863
MARE,1998,7,1,MARE,86.47,67.82,75.12,0.45,2.1425,3.3779,2.2204,1.6004
MARE,1998,7,2,MARE,93.33,70.09,79.19,0.22,1.5231,3.3502,2.2295,1.6079
MARE,1998,7,3,MARE,96.26,70.14,83.8,0,1.5346,3.3242,2.2516,1.6332
MARE,1998,7,4,MARE,93.6,71.22,82.91,0,1.686,3.3276,2.2799,1.6862
MARE,1998,7,5,MARE,89.24,72.18,80.72,0,1.8537,3.3323,2.3083,1.7371
MARE,1998,7,6,MARE,99.45,75.45,87.52,0,2.0151,3.3459,2.3394,1.8042
MARE,1998,7,7,MARE,98.49,74.61,85.62,0.11,2.2496,3.3734,2.3806,1.9094
MARE,1998,7,8,MARE,91.33,70.7,80.42,0.53,1.9981,3.3796,2.4129,1.9711
MARE,1998,7,9,MARE,97.92,74.17,85.04,0,1.8925,3.3612,2.4387,2.0103
MARE,1998,7,10,MARE,101.14,74.17,87.97,0,2.1045,3.3666,2.4674,2.0552
MARE,1998,7,11,MARE,91.31,72.77,79.61,0.26,2.3393,3.3758,2.5066,2.091
MARE,1998,7,12,MARE,91.53,73.15,81.13,0,2.4827,3.3698,2.5373,2.1146
MARE,1998,7,13,MARE,93.33,73.17,83.37,0,2.6772,3.3694,2.5665,2.1435
MARE,1998,7,14,MARE,95.76,72.9,83.49,0,2.9709,3.395,2.6163,2.1908
MARE,1998,7,15,MARE,94.26,70.25,82.23,0,3.2794,3.4256,2.6843,2.2541
MARE,1998,7,16,MARE,91.98,70.57,81.3,0,3.4327,3.459,2.771,2.3305
MARE,1998,7,17,MARE,96.21,69.53,82.82,0,3.5058,3.4811,2.8351,2.4005
MARE,1998,7,18,MARE,100.85,68.45,85.85,0,3.5617,3.5044,2.9055,2.4838
MARE,1998,7,19,MARE,102.79,72.73,88.31,0,3.5922,3.518,2.9696,2.6013
MARE,1998,7,20,MARE,102.49,75.49,89.64,0,3.6195,3.5325,3.0403,2.7684
MARE,1998,7,21,MARE,101.62,72.41,88.63,0,3.6423,3.5458,3.1026,2.946
MARE,1998,7,22,MARE,102.81,71.69,89.22,0,3.6669,3.5641,3.1661,3.0821
MARE,1998,7,23,MARE,103.64,73.78,86.91,0,3.6679,3.5662,3.2033,3.1845
MARE,1998,7,24,MARE,98.69,71.26,83.28,0,3.6861,3.5773,3.2423,3.2718
MARE,1998,7,25,MARE,105.69,72.52,88.99,0,3.6933,3.5835,3.2734,3.332
MARE,1998,7,26,MARE,107.33,82.06,93.7,0,3.7036,3.5918,3.2985,3.3848
MARE,1998,7,27,MARE,100.35,73.78,85.78,0,3.7068,3.5999,3.3305,3.4359
MARE,1998,7,28,MARE,100,72.66,85.73,0,3.7179,3.6063,3.351,3.4615
MARE,1998,7,29,MARE,104.07,76.86,90.01,0,3.7176,3.6063,3.3624,3.4741
MARE,1998,7,30,MARE,106.43,77.36,90.43,0,3.7215,3.614,3.3827,3.5009
MARE,1998,7,31,MARE,94.96,69.13,79.07,0,3.7373,3.6264,3.4066,3.5235
MARE,1998,8,1,MARE,100.47,68.86,84.48,0,3.7424,3.6375,3.4209,3.5279
MARE,1998,8,2,MARE,106.03,74.48,89.26,0,3.7439,3.6356,3.4323,3.5366
MARE,1998,8,3,MARE,93.38,71.35,79.92,0.07,3.7624,3.6443,3.4386,3.5332
MARE,1998,8,4,MARE,92.08,70.23,76.75,0.45,3.0997,3.6587,3.4414,3.5229
MARE,1998,8,5,MARE,85.42,67.68,75.31,0,2.106,3.6524,3.4438,3.5128
MARE,1998,8,6,MARE,88.9,65.19,76.33,0,2.3479,3.6473,3.4492,3.5166
MARE,1998,8,7,MARE,93.65,64.98,79.2,0,2.7287,3.6357,3.4531,3.5207
MARE,1998,8,8,MARE,96.33,65.86,80.74,0,3.1893,3.6255,3.4553,3.5279
MARE,1998,8,9,MARE,103.8,73.11,88.61,0,3.4619,3.6187,3.4667,3.5503
MARE,1998,8,10,MARE,94.44,73.56,82.34,0,3.5607,3.6211,3.4697,3.5564
MARE,1998,8,11,MARE,92.57,69.96,78.25,0,3.6078,3.6328,3.4713,3.5522
MARE,1998,8,12,MARE,93.76,69.87,77.67,0.78,3.0204,3.6386,3.4814,3.5597
MARE,1998,8,13,MARE,88.97,69.1,77.14,0.28,1.5,3.5671,3.4737,3.545
MARE,1998,8,14,MARE,89.55,67.62,78.03,0,1.5047,3.4931,3.4675,3.5303
MARE,1998,8,15,MARE,92.53,66.97,79.71,0,1.6634,3.4483,3.4645,3.5215
MARE,1998,8,16,MARE,95.97,69.06,82.57,0,1.8522,3.4129,3.4583,3.5194
MARE,1998,8,17,MARE,100.44,73.49,86.16,0,2.0488,3.389,3.449,3.512
MARE,1998,8,18,MARE,98.24,71.44,84.77,0,2.3534,3.4084,3.4539,3.5303
MARE,1998,8,19,MARE,98.33,68.5,85.3,0,2.719,3.4351,3.4462,3.5358
MARE,1998,8,20,MARE,100.02,71.69,85.65,0,3.1663,3.4826,3.4526,3.5539
MARE,1998,8,21,MARE,97.12,71.58,83.88,0,3.4668,3.5308,3.4601,3.5675
MARE,1998,8,22,MARE,97.54,70.2,83.35,0,3.5609,3.5682,3.4707,3.5809
MARE,1998,8,23,MARE,99.21,69.08,84.61,0,3.6067,3.5927,3.4748,3.5863
MARE,1998,8,24,MARE,100.22,71.04,86.24,0,3.6357,3.6044,3.4812,3.5916
MARE,1998,8,25,MARE,101.97,74.89,87.5,0.02,3.6588,3.6183,3.4892,3.6042
MARE,1998,8,26,MARE,102.38,73.67,87.23,0,3.6869,3.6311,3.4958,3.6108
MARE,1998,8,27,MARE,102.61,72.43,87.83,0,3.6984,3.6447,3.5063,3.6186
MARE,1998,8,28,MARE,98.76,73.62,84.58,0.01,3.7059,3.6486,3.5103,3.6261
MARE,1998,8,29,MARE,96.8,65.44,81.04,0,3.7138,3.6554,3.5139,3.6274
MARE,1998,8,30,MARE,100.08,64.29,83.57,0,3.7326,3.6641,3.521,3.632
MARE,1998,8,31,MARE,102.16,70.52,85.62,0,3.7424,3.6688,3.5298,3.6438
MARE,1998,9,1,MARE,100.74,68.77,80.79,0.03,3.7577,3.6795,3.5358,3.6491
MARE,1998,9,2,MARE,97.07,68.86,81.65,0,3.7597,3.6808,3.5378,3.6478
MARE,1998,9,3,MARE,107.98,70.05,88.14,0,3.755,3.6791,3.5439,3.6537
MARE,1998,9,4,MARE,106.66,66.33,88.78,0,3.755,3.6778,3.5437,3.6548
MARE,1998,9,5,MARE,105.42,70.63,89.33,0,3.7607,3.6827,3.5519,3.6604
MARE,1998,9,6,MARE,103.3,76.41,89.89,0,3.7605,3.6827,3.5513,3.6621
MARE,1998,9,7,MARE,104.41,71.4,88.67,0,3.7656,3.6793,3.5555,3.6655
MARE,1998,9,8,MARE,93.92,71.83,81.26,0,3.7712,3.6911,3.562,3.6752
MARE,1998,9,9,MARE,91,66.29,77.41,0,3.7823,3.6949,3.5662,3.6757
MARE,1998,9,10,MARE,90.63,57.61,74.05,0,3.8006,3.7077,3.5726,3.6817
MARE,1998,9,11,MARE,93.67,62.37,78.8,0,3.7959,3.7121,3.5782,3.6851
MARE,1998,9,12,MARE,86.95,67.71,76.61,0.02,3.7987,3.7055,3.5786,3.6819
MARE,1998,9,13,MARE,75.02,68.29,71.53,0.46,3.8091,3.7249,3.5905,3.6857
MARE,1998,9,14,MARE,89.22,68.97,77.24,0,3.6281,3.7136,3.5831,3.6674
MARE,1998,9,15,MARE,87.28,68.11,76.6,0,3.4947,3.7115,3.5802,3.6623
MARE,1998,9,16,MARE,87.44,66.79,75.44,0,3.4197,3.7094,3.5825,3.6627
MARE,1998,9,17,MARE,86.02,66.6,74.86,0,3.4724,3.7074,3.5821,3.664
MARE,1998,9,18,MARE,91.4,65.79,77.86,0,3.5383,3.7096,3.5863,3.6706
MARE,1998,9,19,MARE,93.51,66.78,80.08,0,3.5935,3.704,3.5847,3.675
MARE,1998,9,20,MARE,96.26,71.17,83.15,0,3.6319,3.6981,3.5863,3.6817
MARE,1998,9,21,MARE,90.5,68.27,77.97,1.42,3.0253,3.694,3.5863,3.6863
MARE,1998,9,22,MARE,70.43,59.65,63.53,1.73,1.4789,2.4789,2.4903,2.5441
MARE,1998,9,23,MARE,77.23,61.48,68.34,0,1.4755,1.5536,1.6403,1.6274
